filename,code
samples_couchvse_libs_functions.txt,"%REM 
    CouchUtils.vss 
    
%END REM 

Option Public
Option Declare
UseVSE ""*CouchVSE""

Const SERVER_URL = """"
Const USERNAME = """"
Const PASSWORD = """"

%REM 
    Function loginCouchDbServer 

    Logs into a Couch Server

    @param server CouchServer instance to which to login 
    @param user UserID to be used for the login 
    @param password Password used to login 
    @param url URL Used to identify location of sever 
    @param certificatepath Certificate path of a non-standard CRT certificate used for the server (unused if blank)

    @return Flag indicating success / failure of the login attempt 
%END REM 
Function loginCouchDbServer(server As CouchServer, user As String, password As String, url As String, certificatepath As String) As Boolean 
    
    Set server = new CouchServer() 

	If url = """" Then
		Print ""Set variables for CouchDB server""
		Return
	End If

    server.User = user
    server.Password = password 
    server.URL = url

    If (Len(FullTrim(certificatepath)) > 0) Then
        'Only set certificate path if not blank
        server.CertificatePath = certificatepath
    End If

    Call server.Login()

    return True 
End Function

%REM
    Print total number of features and list them,
    converted from an array to a string
%END REM
Function getCouchDbFeatures(server As CouchServer) As Variant 
    Dim result As Variant 
    Dim i As Integer 

    result = server.Features

    If IsArray(result) Then i = Ubound(result) + 1
    Print ""There are "" & i & "" Features: "", join(result, |, |)

    Return result 
End Function

%REM
    Print total number of databases and list them, converting array to string
%END REM
Function getCouchDbDatabaseNames(server As CouchServer) As Variant 
    Dim result As Variant 
    Dim i As Integer 

    result = server.DatabaseNames

    If IsArray(result) Then i = Ubound(result) + 1
    Print ""There are "" & i & "" DatabaseNames: "", join(result, |, |)

    Return result 
End Function

%REM
    Get or create a database
%END REM
Function getOrCreateCouchDbDatabase(server As CouchServer, dbName As String) As CouchDatabase 
    If server.IsDatabase(dbName) Then
        return server.GetDb(dbName)
    Else
        Return server.CreateDb(dbName)
    End If
End Function

%REM
    Print all documents IDs
%END REM
Sub PrintCouchDbDocumentIDs(source As CouchDatabase) 
    Dim elements As Variant 
    Dim i As Integer

    If (source Is Nothing) Then Return 

    Print |Getting DocumentIDs from | & source.Name 
    elements = source.DocumentIDs 

    Print |Retrieved the DocumentIDs|

    If IsArray(elements) Then i = Ubound(elements) + 1
    Print ""There are "" & i & "" Documents: "", join(elements, |, |) 
End Sub

%REM
    Creates a document in a specific CouchDB database
%END REM
Function createDocument(db as CouchDatabase) as CouchDocument
    
    Dim doc as CouchDocument

    Set doc = db.createDocument("""", |{""firstName"":""John"",""lastName"":""Doe"",""email"":""jdoe@acme.com""}|)
    Call doc.save()
    Return doc

End Function

%REM
    Prints metadata info about a CouchDocument
%END REM
Sub PrintCouchDocumentInfo(document as CouchDocument)

    Dim attachment as CouchAttachment

    Print |document.DesignType: | & document.DesignType
    Print |document.ID: | & document.ID
    Print |document.isModified: | & document.isModified
    Print |document.isSaved: | & document.isSaved
    Print |document.JSONValue: | & document.JSONValue
    Print |document.Revision: | & document.Revision
    Print |document.URL: | & document.URL
    ForAll attachName in document.Attachments
        If (attachName != """") Then
            Set attachment = document.getAttachmentInfo(attachName)
            Print |attachment.Name: | & attachment.Name 
            Print |attachment.ContentLength: | & attachment.ContentLength 
            Print |attachment.ContentType: | & attachment.ContentType
        End If
    End ForAll

End Sub

%REM
    Gets a document, checking if it exists first
%END REM
Function getDocument(db as CouchDatabase, id as String) as CouchDocument
    
    If db.isDocument(ID) Then Return db.GetDocumentByID(ID)

End Function

%REM
    Updates a document
%END REM
Function updateDocument(db as CouchDatabase, id as String) as CouchDocument

    Dim doc as CouchDocument
    If db.isDocument(ID) Then
        Set doc = db.GetDocumentByID(ID)
        Call doc.addItem(""Pet"", ""Squirrel"")
        Call doc.addItemToJsonObject(""Name"", ""Color"", ""Blue"")
        Call doc.addItemToJsonObject(""HexCode"", ""Color"", ""0000FF"")
        Call doc.save()
        Return doc
    End If

End Function

%REM
    Deletes a document from the database, removing all items from the document
%END REM
Function deleteDocument(db as CouchDatabase, id as String) as Boolean

    If db.isDocument(ID) Then
        Return db.deleteDocumentByID(ID, False)
    End If

End Function

%REM
    Gets a JSON object corresponding to the first two documents in a view called ""names""
%END REM
Function getEntriesFromView(db as CouchDatabase) as String

    Dim view as CouchView

    Set view = db.getViewByID(""names"")
    Print view.getSomeRows(0, 2)

End Function

%REM
    Adds an attachment and reacquires the CouchDocument to update fields
%END REM
Sub addAttachment(db as CouchDatabase, doc as CouchDocument, filePath as String)
    Dim attach as CouchAttachment
    Set attach = doc.createAttachment(""attach"", filePath, ""text/plain"")
    Call attach.upload

    ' Need to re-acquire document to update CouchDocument fields
    Set doc = db.GetDocumentByID(doc.ID, False)
End Sub

%REM
    Downloads an attachment to a path
%END REM
Sub downloadAttachment(doc as CouchDocument, attachName as String, filePath as String)

    Dim attach as CouchAttachment
    Set attach = doc.getAttachmentInfo(attachName)
    Call attach.download(filePath, True)
    Call attach.upload

End Sub"
samples_couchvse_src_createDocument.txt,"Option Public
Option Declare

Use ""../libs/functions""

Sub Initialize

	Dim server As CouchServer
    Dim db as CouchDatabase
    Dim loginResult as Boolean
    Dim doc as CouchDocument

	loginResult = loginCouchDbServer(server, USERNAME, PASSWORD, SERVER_URL, """")
	If Not loginResult Then Return

	Set db = getOrCreateCouchDbDatabase(server, ""demo"")
    Set doc = db.createDocument("""", |{""firstName"":""John"",""lastName"":""Doe"",""email"":""jdoe@acme.com""}|)
    Call doc.save()

    Call PrintCouchDocumentInfo(doc)

End Sub"
samples_couchvse_src_createDocumentAndAttachmentPlusDownload.txt,"Option Public
Option Declare

Use ""../libs/functions""

Sub Initialize

	Dim server As CouchServer
    Dim db as CouchDatabase
    Dim loginResult as Boolean
    Dim doc as CouchDocument
    Dim attach as CouchAttachment
    Dim fileName as String

	loginResult = loginCouchDbServer(server, USERNAME, PASSWORD, SERVER_URL, """")
	If Not loginResult Then Return

	Set db = getOrCreateCouchDbDatabase(server, ""demo"")
    Set doc = db.createDocument("""", |{""firstName"":""John"",""lastName"":""Doe"",""email"":""jdoe@acme.com""}|)
    Call doc.save()

    fileName = ""createDocumentAndAttachmentPlusDownload.vss""
    Set attach = doc.createAttachment(fileName,_
        CurDir & ""/src/"" & fileName, ""text/plain"")
    Call attach.upload

    ' Need to re-acquire document to update CouchDocument fields
    Set doc = db.GetDocumentByID(doc.ID, False)

    Set attach = doc.getAttachmentInfo(fileName)
    Call attach.download(CurDir & ""/temp.txt"", True)

    Call PrintCouchDocumentInfo(doc)

End Sub"
samples_couchvse_src_deleteDocument.txt,"Option Public
Option Declare

Use ""../libs/functions""

Const ID = ""foo""

Sub Initialize

	Dim server As CouchServer
    Dim db as CouchDatabase
    Dim loginResult as Boolean
    Dim doc as CouchDocument

	loginResult = loginCouchDbServer(server, USERNAME, PASSWORD, SERVER_URL, """")
	If Not loginResult Then Return

	Set db = getOrCreateCouchDbDatabase(server, ""demo"")
    If db.isDocument(ID) Then
        Print db.deleteDocumentByID(ID, False)
    End If

End Sub"
samples_couchvse_src_getDocument.txt,"Option Public
Option Declare

Use ""../libs/functions""

Const ID = """"

Sub Initialize

	Dim server As CouchServer
    Dim db as CouchDatabase
    Dim loginResult as Boolean
    Dim doc as CouchDocument

	loginResult = loginCouchDbServer(server, USERNAME, PASSWORD, SERVER_URL, """")
	If Not loginResult Then Return

	Set db = getOrCreateCouchDbDatabase(server, ""demo"")
    If db.isDocument(ID) Then
        Set doc = db.GetDocumentByID(ID, True)
        Call PrintCouchDocumentInfo(doc)
    End If

End Sub"
samples_couchvse_src_getServerAndDbInfo.txt,"Option Declare
Option Public

Use ""../libs/functions.vss""

Sub Initialize
	Dim server As CouchServer
	Dim db As CouchDatabase
    Dim loginResult as Boolean

	loginResult = loginCouchDbServer(server, USERNAME, PASSWORD, SERVER_URL, """")
	If Not loginResult Then Return

    Print ""Login server: "" & loginResult
    Print ""CouchServer.CouchVersion: "" & server.CouchVersion
	Print ""CouchServer UUID: "" & server.getUUID()

	Call getCouchDbFeatures(server)
	Call getCouchDbDatabaseNames(server)
	Set db = getOrCreateCouchDbDatabase(server, ""demo"")

	Call PrintCouchDbDocumentIDs(db)

End Sub"
samples_couchvse_src_getView.txt,"Option Public
Option Declare

Use ""../libs/functions""

%REM
    Assumes a view with the ID ""names"", wth mapFunction
function (doc) {
  emit(doc._id, {""firstName"": doc.firstName, ""lastName"": doc.lastName});
}
%END REM

Sub Initialize

	Dim server As CouchServer
    Dim db as CouchDatabase
    Dim loginResult as Boolean
    Dim view as CouchView

	loginResult = loginCouchDbServer(server, USERNAME, PASSWORD, SERVER_URL, """")
	If Not loginResult Then Return

	Set db = getOrCreateCouchDbDatabase(server, ""demo"")
    Set view = db.getViewByID(""names"")
    Print view.getSomeRows(0, 2)

End Sub"
samples_couchvse_src_updateDocument.txt,"Option Public
Option Declare

Use ""../libs/functions""

Const ID = """"

Sub Initialize

	Dim server As CouchServer
    Dim db as CouchDatabase
    Dim loginResult as Boolean
    Dim doc as CouchDocument

	loginResult = loginCouchDbServer(server, USERNAME, PASSWORD, SERVER_URL, """")
	If Not loginResult Then Return

	Set db = getOrCreateCouchDbDatabase(server, ""demo"")
    If db.isDocument(ID) Then
        Set doc = db.GetDocumentByID(ID)
        Call doc.addItem(""Pet"", ""Squirrel"")
        Call doc.addItemToJsonObject(""Name"", ""Color"", ""Blue"")
        Call doc.addItemToJsonObject(""HexCode"", ""Color"", ""0000FF"")
        Call doc.save()

        Call PrintCouchDocumentInfo(doc)
    End If

End Sub"
samples_hashvse_libs_constants.txt,"%REM
	Copyright 2023 HCL America, Inc.
	Licensed under the Apache License, Version 2.0 (the ""License"");
	you may not use this file except in compliance with the License.
	You may obtain a copy of the License at

	http://www.apache.org/licenses/LICENSE-2.0

	Unless required by applicable law or agreed to in writing,
	software distributed under the License is distributed on an ""AS IS"" BASIS,
	WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
	See the License for the specific language governing permissions and limitations under the License
%END REM

Option Declare
Option Public

Const jsonStr = |{
    ""name"": ""web-samples"",
    ""authors"": [
        ""Paul Withers""
    ],
    ""description"": ""HCL VoltScript Web Samples"",
    ""license"": ""Apache 2.0"",
    ""version"": ""1.0.0"",
    ""sourceDir"": ""src"",
    ""libsDir"": ""libs"",
    ""vsesDir"": ""vses"",
    ""testDir"": ""test"",
    ""mainScripts"": [
        ""main.vss""
    ],
    ""dependencies"": [
        {
            ""library"": ""voltscript-testing"",
            ""version"": ""1.1.0"",
            ""module"": ""VoltScriptTesting.vss""
        }
    ],
    ""vseDependencies"": {
        ""HashVSE"": {
            ""library"": ""HashVSE"",
            ""version"": ""1.0.0"",
            ""module"": ""hashvse""
        }
    },
    ""repositories"": [
        {
            ""id"": ""domino"",
            ""type"": ""webserver"",
            ""url"": ""https://domino.sage.fnxlabs.com/VoltScriptRepository.nsf""
        }
    ]
}|

Const base64Str = |ewogICAgIm5hbWUiOiAid2ViLXNhbXBsZXMiLAogICAgImF1dGhvcnMiOiBbCiAgICAgICAgIlBhdWwgV2l0aGVycyIKICAgIF0sCiAgICAiZGVzY3JpcHRpb24iOiAiSENMIFZvbHRTY3JpcHQgV2ViIFNhbXBsZXMiLAogICAgImxpY2Vuc2UiOiAiQXBhY2hlIDIuMCIsCiAgICAidmVyc2lvbiI6ICIxLjAuMCIsCiAgICAic291cmNlRGlyIjogInNyYyIsCiAgICAibGlic0RpciI6ICJsaWJzIiwKICAgICJ2c2VzRGlyIjogInZzZXMiLAogICAgInRlc3REaXIiOiAidGVzdCIsCiAgICAibWFpblNjcmlwdHMiOiBbCiAgICAgICAgIm1haW4udnNzIgogICAgXSwKICAgICJkZXBlbmRlbmNpZXMiOiBbCiAgICAgICAgewogICAgICAgICAgICAibGlicmFyeSI6ICJ2b2x0c2NyaXB0LXRlc3RpbmciLAogICAgICAgICAgICAidmVyc2lvbiI6ICIxLjEuMCIsCiAgICAgICAgICAgICJtb2R1bGUiOiAiVm9sdFNjcmlwdFRlc3RpbmcudnNzIgogICAgICAgIH0KICAgIF0sCiAgICAidnNlRGVwZW5kZW5jaWVzIjogewogICAgICAgICJIYXNoVlNFIjogewogICAgICAgICAgICAibGlicmFyeSI6ICJIYXNoVlNFIiwKICAgICAgICAgICAgInZlcnNpb24iOiAiMS4wLjAiLAogICAgICAgICAgICAibW9kdWxlIjogImhhc2h2c2UiCiAgICAgICAgfQogICAgfSwKICAgICJyZXBvc2l0b3JpZXMiOiBbCiAgICAgICAgewogICAgICAgICAgICAiaWQiOiAiZG9taW5vIiwKICAgICAgICAgICAgInR5cGUiOiAid2Vic2VydmVyIiwKICAgICAgICAgICAgInVybCI6ICJodHRwczovL2RvbWluby5zYWdlLmZueGxhYnMuY29tL1ZvbHRTY3JpcHRSZXBvc2l0b3J5Lm5zZiIKICAgICAgICB9CiAgICBdCn0=|

Const hashStartStr = |Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam nisl risus, rutrum feugiat imperdiet at, varius finibus urna.|"
samples_hashvse_libs_functions.txt,"%REM
	Copyright 2023 HCL America, Inc.
	Licensed under the Apache License, Version 2.0 (the ""License"");
	you may not use this file except in compliance with the License.
	You may obtain a copy of the License at

	http://www.apache.org/licenses/LICENSE-2.0

	Unless required by applicable law or agreed to in writing,
	software distributed under the License is distributed on an ""AS IS"" BASIS,
	WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
	See the License for the specific language governing permissions and limitations under the License
%END REM

Option Declare
Option Public

UseVSE ""*HashVSE""
Use ""../libs/constants""

%REM
    Converts a string to a byte array
%END REM
Function convertStringToBytes(passedStr as String) as Variant
    Dim hu as New HashUtilities()
    Return hu.stringToBytes(passedStr)
End Function

%REM
    Converts a byte array to a non-hexadecimal string
%END REM
Function convertBytesToString(tempVal as Variant) as String
    Dim hu as New HashUtilities()
    Return hu.bytesToString(tempVal, False)
End Function

%REM
    Base64 encodes a string
%END REM
Function base64Encode(passedStr as String) as String
    Dim hu as New HashUtilities()
    Return hu.base64Encode(passedStr)
End Function

%REM
    Decodes a base64 string
%END REM
Function base64Decode(base64Str as String) as String
    Dim hu as New HashUtilities()
    Return hu.base64Decode(base64Str)
End Function

%REM
    Base64 encodes a byte array
%END REM
Function base64ByteEncode(tempVal as Variant) as String
    Dim hu as New HashUtilities()
    Return hu.base64EncodeB(tempVal)
End Function

%REM
    Decodes a base64 string to a byte array
%END REM
Function base64ByteDecode(base64Str as String) as Variant
    Dim hu as New HashUtilities()
    Return hu.base64DecodeB(base64Str)
End Function

%REM
    Convert strings to SHA strings
%END REM
Sub convertSHA(inputStr as String, output1 as String, output256 as String,_
    output512 as String)
    Dim hu as New HashUtilities()
    output1 = hu.SHA1(inputStr)
    output256 = hu.SHA256(inputStr)
    output512 = hu.SHA512(inputStr)
End Sub

%REM
    Convert strings to SHA byteArrays
%END REM
Sub convertSHABytes(inputStr as Variant, output1 as Variant, output256 as Variant,_
    output512 as Variant)
    Dim hu as New HashUtilities()
    output1 = hu.SHA1B(inputStr)
    output256 = hu.SHA256B(inputStr)
    output512 = hu.SHA512B(inputStr)
End Sub

%REM
    Converts a string with MD5 hash
%END REM
Function convertMD5(inputStr as String) as String
    Dim hu as New HashUtilities()
    Return hu.MD5(inputStr)
End Function

%REM
    Converts a byte array with MD5 hash
%END REM
Function convertMD5Bytes(inputBytes as Variant) as Variant
    Dim hu as New HashUtilities()
    Return hu.MD5B(inputBytes)
End Function

%REM
    Converts a file's content to a string with MD5 hash
%END REM
Function convertFileMD5() as String
    Dim hu as New HashUtilities()
    Return hu.FileMD5(CurDir & ""/samples/lorem.txt"")
End Function

%REM
    Converts a file's content to a string with MD5 hash
%END REM
Function convertFileMD5Bytes() as Variant
    Dim hu as New HashUtilities()
    Return hu.FileMD5B(CurDir & ""/samples/lorem.txt"")
End Function

%REM
    Populates initialization vector and keys for AES encryption
%END REM
Sub initializeForAES(iv as Variant, key128 as Variant, key256 as Variant)
    Dim cu as New CryptoUtilities()
    iv = cu.createAESIV()
    key128 = cu.createAES128Key()
    key256 = cu.createAES256Key()
End Sub

%REM
    Encrypts a file, receiving either a 128-bit or 256-bit key
%END REM
Function encryptFile(sourceFile as String, targetFile as String, iv as Variant, key as Variant)
    Dim cu as New CryptoUtilities()
    Call cu.fileEncryptAES(sourceFile, targetFile, iv, key, True)
End Function

%REM
    Encrypts a file, receiving either a 128-bit or 256-bit key
%END REM
Function decryptFile(sourceFile as String, targetFile as String, iv as Variant, key as Variant)
    Dim cu as New CryptoUtilities()
    Call cu.fileDecryptAES(sourceFile, targetFile, iv, key, True)
End Function"
